 0;2030;1;1015;0;0;0;8
 0;1;1;250;1017;600
 0;2;2;250;1017;600
 0;3;3;250;1017;600
 0;4;4;250;1017;600
 0;5;5;250;1017;600
 0;6;6;250;1017;600
 0;7;7;250;1017;600
 0;8;8;250;1017;600
  1; 1;   0;   0;Snd1;   0;   1;    1; 1003;  30;   8;   0;   1
  1; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;   1
  2; 1;   0;   0;Snd1;   0;   2;    1; 1003;  30;   8;   0;   2
  2; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;   2
  3; 1;   0;   0;Snd1;   0;   3;    1; 1003;  30;   8;   0;   3
  3; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;   3
  4; 1;   0;   0;Snd1;   0;   4;    1; 1003;  30;   8;   0;   4
  4; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;   4
  5; 1;   0;   0;Snd1;   0;   5;    1; 1003;  30;   8;   0;   5
  5; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;   5
  6; 1;   0;   0;Snd1;   0;   6;    0; 1002;  30;   8;   0;   6
  6; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;   6
  7; 1;   0;   0;Snd1;   0;   7;    0; 1003;  30;   8;   0;   7
  7; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;   7
  8; 1;   0;   0;Snd1;   0;   8;    0; 1003;  30;   8;   0;   8
  8; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;   8
  9; 1;   0;   0;Snd1;   0;   9;    1; 1003;  30;   8;   0;   9
  9; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;   9
 10; 1;   0;   0;Snd1;   0;  10;    0; 1003;  30;   8;   0;  10
 10; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  10
 11; 1;   0;   0;Snd1;   0;  11;    1; 1003;  30;   8;   0;  11
 11; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  11
 12; 1;   0;   0;Snd1;   0;  12;    1; 1003;  30;   8;   0;  12
 12; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  12
 13; 1;   0;   0;Snd1;   0;  13;    1; 1003;  30;   8;   0;  13
 13; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  13
 14; 1;   0;   0;Snd1;   0;  14;    1; 1003;  30;   8;   0;  14
 14; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  14
 15; 1;   0;   0;Snd1;   0;  15;    1; 1003;  30;   8;   0;  15
 15; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  15
 16; 1;   0;   0;Snd1;   0;  16;    0; 1003;  30;   8;   0;  16
 16; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  16
 17; 1;   0;   0;Snd1;   0;  17;    1; 1003;  30;   8;   0;  17
 17; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  17
 18; 1;   0;   0;Snd1;   0;  18;    0; 1003;  30;   8;   0;  18
 18; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  18
 19; 1;   0;   0;Snd1;   0;  19;    0; 1003;  30;   8;   0;  19
 19; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  19
 20; 1;   0;   0;Snd1;   0;  20;    1; 1003;  30;   8;   0;  20
 20; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  20
 21; 1;   0;   0;Snd1;   0;  21;    0; 1002;  30;   8;   0;  21
 21; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  21
 22; 1;   0;   0;Snd1;   0;  22;    1; 1003;  30;   8;   0;  22
 22; 2;   0;   0;Inp1; NaN; NaN; NaN;48928; NaN; NaN; NaN;  22
