 	File: D:\HumanV1\Rachel\DAT\Calibration-NORM-2013-02-20.log
 ---------------------------------------------------------------
	Max.Trl	Rpts	Dif.Trl	ITI--Range		Rnd	#
 0	56		1	56		100	100		0	8
 ---------------------------------------------------------------
	channr	LP	rate	#	name
 0	0		250	1000	100	Eye H
 0	1		250	1000	100	Eye V
 0	2		250	1000	100	Eye F
 0	3		250	1000	100	Button
 0	4		250	1000	100	chan 5
 0	5		250	1000	100	chan 6
 0	6		250	1000	100	chan 7
 0	7		250	1000	100	chan 8
 ===============================================================
							ITI->	set	real	span
 Trl	Stm	Type	X	Y	On	Off	Int	Attr	Bit	Flnk
 ===============================================================
 								100	100	0
  1	 1	Trg0	 NaN	 NaN	-81053	    0	 NaN	 NaN	   2	   1
  1	 2	 Acq	 NaN	 NaN	    0	  800	 NaN	 NaN	1017	   1
  1	 3	 Led	  90	 101	-81052	  101	   7	   1	 NaN	   1
 								100	100	0
  2	 1	Trg0	 NaN	 NaN	-3244	    0	 NaN	 NaN	   2	   2
  2	 2	 Acq	 NaN	 NaN	    0	  800	 NaN	 NaN	1017	   2
  2	 3	 Led	 -90	   4	-3243	  101	   7	   1	 NaN	   2
 								100	100	0
  3	 1	Trg0	 NaN	 NaN	-2413	    0	 NaN	 NaN	   2	   3
  3	 2	 Acq	 NaN	 NaN	    0	  800	 NaN	 NaN	1017	   3
  3	 3	 Led	 -90	   8	-2412	  101	   7	   1	 NaN	   3
 								100	100	0
  4	 1	Trg0	 NaN	 NaN	-2661	    0	 NaN	 NaN	   2	   4
  4	 2	 Acq	 NaN	 NaN	    0	  800	 NaN	 NaN	1017	   4
  4	 3	 Led	 -90	  12	-2660	  101	   7	   1	 NaN	   4
 								100	100	0
  5	 1	Trg0	 NaN	 NaN	-2875	    0	 NaN	 NaN	   2	   5
  5	 2	 Acq	 NaN	 NaN	    0	  800	 NaN	 NaN	1017	   5
  5	 3	 Led	 -90	  16	-2874	  101	   7	   1	 NaN	   5
 								100	100	0
  6	 1	Trg0	 NaN	 NaN	-2765	    0	 NaN	 NaN	   2	   6
  6	 2	 Acq	 NaN	 NaN	    0	  800	 NaN	 NaN	1017	   6
  6	 3	 Led	 -90	  20	-2764	  101	   7	   1	 NaN	   6
 								100	100	0
  7	 1	Trg0	 NaN	 NaN	-2796	    0	 NaN	 NaN	   2	   7
